username,date,text,length
Riaz Haq,2022-01-30T23:55:59.000Z,The #COVID19  #pandemic pushed #Indian gross domestic product (#GDP) to its worst level ever. #India had its first ever technical #recession in financial year 2020-21. #Modi #BJP #economytimesofindia.indiatimes.comtimesofindia.indiatimes.comUnion Budget 2022 | In 10 charts: State of Indian economy ahead of Union Budget 2022 | India...Union Budget 2022 | In 10 charts: State of Indian economy ahead of Union Budget 2022 | India...India Business News: NEW DELHI: The PM Narendra Modi-led BJP government is all set to present its 10th Union Budget since coming to power in 2014.India Business News: NEW DELHI: The PM Narendra Modi-led BJP government is all set to present its 10th Union Budget since coming to power in 2014.,723
c,2022-01-30T23:55:54.000Z,the real pandemic was when justin timberlake made cant stop the feeling,71
None Of Your Business.,2022-01-30T23:55:48.000Z,@BradHirsch7andand@IsaiahLCarterThe masks dont work. At the begining of the pandemic how particles get through all the masks. Even the N95 when not fitted properly. I have hea4d numerous doctors especially surgeons suggest the masking is theater.,246
William Davis,2022-01-30T23:55:48.000Z,"@BonzoDog52andand@SpotifyNever has there been a more compelling reason before COVID-19 Pandemic to demand lawmakers pass #ImprovedMedicareForAll #HR1976. Never have the opponents of Single payer appeared so cruel, callous and compassionless.",241
,2022-01-30T23:55:46.000Z,It is not safe it has never been safe which is why after 10 years of research it still had not been used until a “pandemic” happened. Too many side effects from it.,164
HECKBOY,2022-01-30T23:55:43.000Z,"@NellificationLmao i haven't done a painting since before the pandemic, after doing like 20 or 30 pieces in 2018/",113
betty james,2022-01-30T23:55:40.000Z,Pointing the finger at a popular podcaster only proves you’ve failed miserably when it comes to handling this pandemic. @Neilyoung @jonimitchell @nilslofgren @CDCDirector @Spotify @joerogan @Surgeon_General @jrpsaki @WHCOS @WHCOVIDResponse,239
Holland Cedar Capital Management,2022-01-30T23:55:37.000Z,@JackPosobiecAbsolutely sick the media environment we live in and the way it paints that vs what I see which are relatively young people having fun for the first time in the entire pandemic in the freezing cold.,211
Loca61,2022-01-30T23:55:34.000Z,@trutherbotnetUnderrated pandemic,33
Carol Allen,2022-01-30T23:55:30.000Z,"Think you right, we are trillions in debt obviously  people will have to pay! Meanwhile we'll have to cut back, chill out (no heating) + work more see less of our families + generally life will be more miserable But they saved us they think from the pandemic!! Told no worse fluQuote TweetMinkyMooMinkyMoo@MinkyMoo15 · Jan 29It's corruption.  They tried to trivialise it by calling it ""partygate"" and just about cake.  It's about far more than that.  Imagine what we don't know and what hasn't been reported!!!  this is probably just the tip of the iceberg of what goes on",572
Bri,2022-01-30T23:55:29.000Z,"@Voluptuous_LaeAll of that lmao.
Not only that with this Pandemic. Are we fr? We still don’t know the lasting effects of COVID. I get so sad especially when I see an infant has tested positive  life expectancy already dropping.",227
Khosa the Night King,2022-01-30T23:55:28.000Z,"Also a bit unrelated but it reminds me of the pandemic that we have in SA... (#menaretrash#womenaretrash)

""Does that also include your father, brother...?""

""Does that also include your mother, sister...?""
...
A society like this  can't move forward...Quote TweetKingsleyKingsley@kingsleyscorner · Jan 30Until you can empathise with a woman on the basis of her humanity, and not her proximity (imagine if that was your mum, sister, daughter etc), you still have work to do.",474
John Moore,2022-01-30T23:55:27.000Z,"@hjelle_brianBefore using Twitter, early in the pandemic, I was just reading the preprints (and the few peer reviewed articles). I gave up for three reasons:

1) For most, my science background was not enough to judge.
2) Many papers take time to understand.
3) The volume got too high./",287
Foster,2022-01-30T23:55:26.000Z,@cristinaisloca@AmandaG43107331andand@kellydleventhalWhat I find disturbing are selfish people showing their asses online instead of doing what they can to stop this pandemic so we can allll get on with our lives,212
Pandemic Duck,2022-01-30T23:55:20.000Z,@Daddynoroa123Nada más nos das falsas esperanzas,48
Cathy Shadbolt,2022-01-30T23:55:20.000Z,"If your HATE convoy buddies would get vaccinated it just might be the last in this pandemic. Put the blame where it belongs.Quote TweetDan KellyDan Kelly@CFIB · Jan 30Ontario, home to the one of the longest lockdowns in the entire world, reopens tomorrow (to a 50% capacity restriction). The damage to small business is incalculable. Let this be the last time this measure is used.Show this thread",397
LynneSki,2022-01-30T23:55:19.000Z,"If you are calling for the PM to be tried for treason 1) you don’t actually understand the meaning of the word and 2) you need to show how you would’ve handled the pandemic, including costing, in detail.",203
imma do the best i can with what i GAHT,2022-01-30T23:55:18.000Z,These past two pandemic years really beat my ass but I finally feel like I’m getting my groove back lolChange settingsViewView,126
NurseShield #WearTheMask,2022-01-30T23:55:15.000Z,"@MrsMossome1I have been hitting the booze pretty hard during the pandemic & dealing with anxiety & depression. I'm in therapy now & haven't had any alcohol in almost 2 weeks. Already feeling so good, this might become permanent.",228
equality beats the alternatives,2022-01-30T23:55:14.000Z,"@Nixonchesthair@NeuroMythsandand@nytimesWell Tricky Dick's nipple nest, one reason we care is that it's literally a once-in-a-hundred years pandemic caused by an airborne virus that continues to mutate. 

The more people infected, the higher chance virus variants will continue. More variants = more risk to all of us.",318
Caregiver Resource,2022-01-30T23:55:09.000Z,"How can you manage stress during the COVID-19 pandemic as a caregiver? Making sure you eat right and exercising is important, but so is treating yourself, and staying in touch with friends and family. Read more:",212
Anthony Morgan,2022-01-30T23:55:09.000Z,"The relationship between women’s economic insecurity and IPV is complex. It’s an area where urgent action is needed, especially during a global pandemic. But it’s also an area where it is possible to take immediate, tangible steps to make inroads to improve women’s safety.",273
Anthony Morgan,2022-01-30T23:55:08.000Z,Our results highlight the importance of efforts to try and mitigate the economic consequences of the pandemic now & in future stages of the Australian response to #COVID19. We wrote this report when #Delta was impacting some states & now #Omicron is causing havoc Australia-wide.,279
NotJeanSmith,2022-01-30T23:55:08.000Z,"New day, new week. School starting for the kids. Please for teachers, parents and students as they start a new school year whilst in this pandemic. Pray for the hospitality workers who will have to deal with irate people from today.",232
Anthony Morgan,2022-01-30T23:55:06.000Z,Our first report examined the factors victim-survivors identified as contributing to changes in violence (see page 38:,119
Anthony Morgan,2022-01-30T23:55:05.000Z,"How much of this is due to the pandemic? We found strong—but not causal—evidence that the acute economic stress of the COVID-19 pandemic, and the consequences for women and their partners, were associated with both the onset and escalation of IPV.",247
Paul McCullough,2022-01-30T23:55:03.000Z,Reducing OR availability by 15% helps address hospital staff shortage caused by the pandemic http://,100
Kris,2022-01-30T23:55:02.000Z,"@Shortlong1972andand@OrwellianNz84I don't think you understand the fundamentals of democracy nor the significant issues of coercian, control, choice and consent...you ignore these at your peril. Please don't lecture me about privilege ....and the 'pandemic' is over.",266
I'm a lazy perfectionist w/a superiority complex,2022-01-30T23:55:01.000Z,"Then the #vaccines are risky, then the vaccines don't work, and on and fucking on. Then they accuse me of helping this #pandemic (or #plandemic if they are thick headed enough) go on longer, ""like fuck no I'm triple vaxxed, masked, and social distance so fuck off"".",265
Kathy R. Elect Dems. Don't whine. Act! Daily.,2022-01-30T23:55:00.000Z,"Sneak peek of the most fun  online during a pandemic!@TheOnlyDetox @joeyjayisgay @bigandmilky @thebritafilterIt's America Needs a Queen: Drag Queens Do Democracy... and Sports! 

Feb 3, 5p PT/8p ET http://#VoterizerQuote TweetField Team 6Field Team 6@fieldteam_6 · Jan",269
Mike,2022-01-30T23:55:00.000Z,"@Maraki378andand@bobscartoonsYou can download the pandemic response 2011 PDF, I would like an explanation for the difference between its conclusions and recommendations and our response.",186
ABS-CBN News Channel,2022-01-30T23:55:00.000Z,"Bhutan's success in avoiding coronavirus is almost unrivaled but a rare patient death -- just the kingdom's fourth -- shows more work was needed to fight the pandemic there, its leader says.news.abs-cbn.comnews.abs-cbn.com'Felt like a bullet': Bhutan PM mourns rare COVID death'Felt like a bullet': Bhutan PM mourns rare COVID deathBhutan's success in avoiding coronavirus is almost unrivaled but a rare patient death -- just the kingdom's fourth -- shows more work was needed to fight the pandemic.Bhutan's success in avoiding coronavirus is almost unrivaled but a rare patient death -- just the kingdom's fourth -- shows more work was needed to fight the pandemic.",666
Lu,2022-01-30T23:54:57.000Z,"All my friends would tell you, I was always “oh that would never happen, the incubation time and world scientists blah blah fucking blah. 
The way so many people are from this pandemic oh 100% zombie apocalypse is possible and I was very wrong about people America especially",275
Haa! After ten thousand years we're free!,2022-01-30T23:54:51.000Z,"@RNBreakfast@JoshFrydenbergandand@PatsKarvelasCorrection, Josh: it's a result of people doing it tough due to your government dropping the ball on the pandemic. Botched the vaccine rollout, botched RAT supply chains, even the first Victorian outbreak was fueled by your failures in aged care.",292
#1 convoy donations collector (official),2022-01-30T23:54:49.000Z,@BonnellDalanandand@gmbuttsDefine “woke” and explain how Neil “canceled himself” by taking a principled stand against dangerous misinformation during a pandemic. Thanks buddy!,175
EJ Hill,2022-01-30T23:54:48.000Z,"@marer_stephenandand@sdbaralWhich of our “health policy experts” ever successfully led a country through a pandemic? The folks from 1918 are dead. They have their theories, but it doesn’t automatically make them correct.",220
B D,2022-01-30T23:54:47.000Z,@Nixonchesthairandand@nytimesNot everyone is smart like you. Nothing wrong to be a bit more responsible in a pandemic. You think the vaccinated and boosted people don’t want to live a normal life? Me me me is not sexy at all.,225
val⁷,2022-01-30T23:54:46.000Z,"@deobiheeConsidering how health has been dealt with in the covid pandemic, im sure people just say 8 hours so that they still have the other 16 hours to make us work, and still almost no one manages to even get the 8 hours a night",230
Victoria Dee,2022-01-30T23:54:45.000Z,"The COVID-19 Pandemic has not been enjoyable to many people. This is a reminder to visit a psychologist if Corona Virus has affected your financial situation, relationship, or general peace of mind.",198
Andrew,2022-01-30T23:54:44.000Z,"@Unusual_TimesYes we have good vacination racio and general use of masks, but not on smaller kids. Unfortunately i am earing too much endemy bullshit and end of pandemic..",171
ℳ𝒾𝓈𝓈𝑺𝒂𝒓𝒊𝒌𝒂,2022-01-30T23:54:44.000Z,@frogpondfond@yashi_reitmanand 2 othersIt's hard to adapt in such a short period of time especially at a time when restrictions were being lifted. This virus is everchanging. We have never experienced a pandemic in our lifetimes. I'm sure it isn't easy making decisions for millions of people trying to protect them.,316
Deirdre Mitchell-MacLean,2022-01-30T23:54:42.000Z,"@aleksicSome hate Trudeau, some want provincial restrictions gone, some want the US to remove border restrictions, some want private employers to be forced to hire them, some want the pandemic over… none of which will be addressed by this demonstration. They just pissed people off.",282
